Date,Open,High,Low,Close,Adj Close,Volume
2022-10-19,8.384907,8.552428,6.687963,7.240589,7.240589,1893697459
2022-10-20,7.265749,7.696688,6.960000,7.360025,7.360025,529639711
2022-10-21,7.359728,7.655118,7.058326,7.495839,7.495839,538678089
2022-10-22,7.495905,9.227824,7.355244,8.933971,8.933971,1010096593
2022-10-23,8.939706,10.246318,8.930175,9.768685,9.768685,1563614567
2022-10-24,9.766256,9.888622,9.278770,9.530889,9.530889,859797309
2022-10-25,9.533787,9.550371,8.549746,8.794205,8.794205,750677399
2022-10-26,8.792165,9.242597,8.641927,9.195348,9.195348,635713216
2022-10-27,9.198728,9.579330,8.683183,8.699895,8.699895,611107035
2022-10-28,8.700505,8.792812,7.967001,8.166599,8.166599,559120148
2022-10-29,8.174667,8.353319,7.757503,7.951610,7.951610,529621532
2022-10-30,7.948370,8.324141,7.713105,7.826290,7.826290,451802445
2022-10-31,7.820225,8.185352,7.753749,7.946245,7.946245,345247064
2022-11-01,7.944374,8.294975,7.828510,8.178029,8.178029,360913949
2022-11-02,8.177439,8.189684,7.183624,7.375723,7.375723,490408273
2022-11-03,7.377826,7.542621,7.197602,7.229014,7.229014,228148317
2022-11-04,7.229114,7.760379,7.171822,7.665324,7.665324,285451797
2022-11-05,7.662476,7.969794,7.535491,7.630501,7.630501,338772743
2022-11-06,7.632967,8.208243,7.256994,7.298465,7.298465,451095887
2022-11-07,7.301366,7.435734,6.877326,6.993259,6.993259,337173352
2022-11-08,6.994274,7.011284,4.876768,5.371302,5.371302,648703258
2022-11-09,5.373366,5.376617,3.598537,3.935679,3.935679,491391441
2022-11-10,3.937291,5.388467,3.877010,5.143031,5.143031,499997318
2022-11-11,5.142248,5.294585,4.591667,5.136007,5.136007,303074926
2022-11-12,5.139103,5.146739,4.475489,4.531233,4.531233,137786926
2022-11-13,4.531831,4.591778,4.158086,4.227582,4.227582,141540550
2022-11-14,4.227524,4.477468,3.800486,4.184993,4.184993,187926877
2022-11-15,4.185641,4.682284,4.129245,4.337453,4.337453,193401338
2022-11-16,4.334215,4.869820,4.182362,4.505821,4.505821,281689115
2022-11-17,4.505118,4.796280,4.366373,4.666948,4.666948,260154917
2022-11-18,4.665573,4.894887,4.585598,4.717155,4.717155,169525287
2022-11-19,4.716076,4.760536,4.530148,4.631549,4.631549,85115298
2022-11-20,4.630997,4.630997,4.058986,4.094279,4.094279,106295381
2022-11-21,4.093929,4.139687,3.911287,4.067009,4.067009,141358232
2022-11-22,4.064152,4.478609,3.886522,4.315392,4.315392,135898407
2022-11-23,4.315808,4.565363,4.259694,4.441544,4.441544,112618897
2022-11-24,4.441793,4.684940,4.248232,4.446268,4.446268,128060094
2022-11-25,4.444154,4.535450,4.276596,4.430447,4.430447,87493032
